File_name,Title,Book,Date,Date_writing,Period,Genre,Subgenre,Microgenre,Place_names,Occurrences,Type,Place_names_normalised_english,Place_names_normalised_spanish,GeoNames ID,Latitude,Longitude,Place_time
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Tarraconense,2,Entidad política,Hispania Tarraconensis,Tarraconense,8378513,41.1165,-3.4,Antigüedad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Bética,2,Entidad política,Hispania Baetica,Bética,8378508,37.849462,-2.4,Antigüedad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Lusitania,2,Entidad política,Lusitania,Lusitania,8378511,38.7689,-1.4,Antigüedad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Guadiana,2,Accidente geográfico,Guadiana,Guadiana,2267506,39.1316,-0.4,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Duero,1,Accidente geográfico,Douro,Duero,8011101,41.9833333333333,0.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Murcia,1,Entidad política,Murcia,Murcia,6362997,37.986111111111,1.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Valencia,2,Entidad política,Valencia,Valencia,6362115,39.47,2.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Navarra,1,Entidad política,Navarre,Navarra,3115609,42.816666666667,3.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Cataluña,1,Entidad política,Catalonia,Cataluña,3336901,41.85,4.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Dos Castillas,1,Entidad política,Crown of Castile,Castilla,3336900,40.4175,5.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Vizcaya,1,Entidad política,Biscay,Vizcaya,3104469,43.2619444444444,6.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Asturias,2,Entidad política,Asturias,Asturias,3114710,43.3613888888889,7.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Galicia,1,Entidad política,Galicia,Galicia,3336902,42.8,8.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Milán,1,Entidad política,Milan,Milán,6542283,45.466944444444,10.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Granada,2,Entidad política,Granada,Granada,6357709,37.175,11.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Roma,3,Entidad política,Rome,Roma,3169070,41.893055555556,12.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Madrid,2,Entidad política,Madrid,Madrid,6359304,40.4169444444445,14.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Toledo,1,Entidad política,Toledo,Toledo,6361828,39.866666666667,15.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Extremadura,1,Entidad política,Extremadura,Extremadura,2593112,39.2,16.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Plasencia,1,Entidad política,Plasencia,Plasencia,6356843,40.0275,17.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Córdoba,2,Entidad política,Córdoba,Córdoba,6357216,37.89,18.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Jaén,1,Entidad política,Jaén,Jaén,6358500,37.769722222222,19.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Málaga,1,Entidad política,Málaga,Málaga,6359472,36.716666666667,20.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Antequera,1,Entidad política,Antequera,Antequera,6359420,37.0183652,21.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Lisboa,1,Entidad política,Lisbon,Lisboa,2267057,38.708042,22.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Valladolid,1,Entidad política,Valladolid,Valladolid,6362308,41.651980555556,23.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Salamanca,1,Entidad política,Salamanca,Salamanca,6360513,40.965,24.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Pamplona,1,Entidad política,Pamplona,Pamplona,6359749,42.816666666667,25.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Burgos,1,Entidad política,Burgos,Burgos,6356377,42.340833333333,26.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Portugal,1,Entidad política,Portugal,Portugal,2264397,38.7,27.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,China,1,Entidad política,People's Republic of China,China,1814991,35.8447222222222,28.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,India,1,Entidad política,India,India,1269750,22.8,29.6,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Sevilla,1,Entidad política,Seville,Sevilla,6361046,37.3886111111111,-5.99555555555556,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Egipto,1,Entidad política,Egypt,Egipto,357994,27,29,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Libia,2,Entidad política,Libya,Libia,2215636,27,17,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Nápoles,4,Entidad política,Naples,Nápoles,3172395,40.8358333333333,14.2486111111111,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Scitia,1,Entidad política,Scythia,Escitia,1273,44.94278,34.12056,Antigüedad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Castilla,1,Entidad política,Crown of Castile,Castilla,3336900,40.4175,-3.715,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Atenas,1,Entidad política,Athens,Atenas,264371,37.9841666666667,23.7280555555556,Modernidad
ABANILLO_EL.txt,"Abanillo, El",Manuscrito,Sin fecha,1610-1624,Madurez (c. 1600-1630),Comedia,Urbano,,Siria,1,Entidad política,Syria,Siria,163843,35.216667,38.583333,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Sevilla,1,Entidad política,Seville,Sevilla,6361046,37.3886111111111,-5.99555555555556,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Madrid,11,Entidad política,Madrid,Madrid,6359304,40.4169444444445,-3.70333333333333,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Atocha,5,Entidad política,Atocha,Atocha,6545080,40.40027778,-3.68305556,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Prado,13,"Calles, edificios, jardines",Paseo del Prado,Prado,6452756,40.41417,-3.69361,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Soto,5,"Calles, edificios, jardines",Soto de Madrid,Soto de Madrid,No identificado,No identificado,No identificado,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,España,1,Entidad política,Spain,España,2510769,40.2,-3.5,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,San Sebastián,3,"Calles, edificios, jardines",San Sebastián,Iglesia de San Sebastián,7415298,40.413583,-3.701556,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Trinidad,2,"Calles, edificios, jardines",Trinidad,Convento de la Trinidad calzada,5785991,40.413611,-3.703056,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Tabernas de san Martín,1,"Calles, edificios, jardines",Tabernas de san Martín,Tabernas de san Martín,No identificado,No identificado,No identificado,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Plaza de Antón Martín,1,"Calles, edificios, jardines",Plaza de Antón Martín,Plaza de Antón Martín,316735913,40.41248611,-3.69946111,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,San Gerónimo,1,"Calles, edificios, jardines",San Jerónimo,Iglesia de San Jerónimo el Real,78601908,40.414514,-3.691138,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Casa de Campo,1,"Calles, edificios, jardines",Casa de Campo,Casa de Campo,6452733,40.422691666667,-3.7494,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Grecia,1,Entidad política,Greece,Grecia,390903,38.5,23,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Italia,1,Entidad política,Italy,Italia,3175395,42.5,12.5,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Roma,2,Entidad política,Rome,Roma,3169070,41.893055555556,12.482777777778,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Guadalajara,1,Entidad política,Guadalajara,Guadalajara,6357912,40.633333333333,-3.1666666666667,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Toledo,1,Entidad política,Toledo,Toledo,6361828,39.866666666667,-4.0333333333333,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Milán,1,Entidad política,Milan,Milán,6542283,45.466944444444,9.19,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Portugales,1,Entidad política,Portugal,Portugal,2264397,38.7,-9.18333333333333,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Indias,1,Entidad política,East Indies,Indias orientales,875673,1,103,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Manzanares,2,Accidente geográfico,Manzanares,Manzanares,2514190,40.30406,-3.539275,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Valencia,1,Entidad política,Valencia,Valencia,6362115,39.47,-0.376388888888889,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Salamanca,1,Entidad política,Salamanca,Salamanca,6360513,40.965,-5.66416666666667,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Cangas,1,Entidad política,Cangas,Cangas,6360211,42.27790245,-8.78984095903,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Alcolea,1,Entidad política,Alcolea,Alcolea,6355524,36.966666666667,-2.95,Modernidad
ACERO_DE_MADRID_EL.txt,"Acero de Madrid, El",Parte XI,1618,1600-1614,Madurez (c. 1600-1630),Comedia,Urbano,,Tafalla,1,Entidad política,Tafalla,Tafalla,6359774,42.51323936,-1.704656484,Modernidad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Arcadia,2,Entidad política,Arcadia,Arcadia,264644,37.6,22.2,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,monte Lathmo,1,Accidente geográfico,Beşparmak Mountains,Monte Látmo,321332,37.498108333333,27.526808333333,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Chipre,3,Entidad política,Cyprus,Chipre,146669,35,33,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Roma,2,Entidad política,Rome,Roma,3169070,41.893055555556,12.482777777778,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,España,2,Entidad política,Spain,España,2510769,40.2,-3.5,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Troya,3,Entidad política,Troy,Troya,298885,39.9575,26.238888888889,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Erimanto,1,Accidente geográfico,Mount Erymanthos,Erimanto,262619,37.852777777778,21.8225,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Europa,1,Accidente geográfico,Europe,Europa,6255148,48.690959,9.14062,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Asia,1,Accidente geográfico,Asia,Asia,6255147,43.6811111111111,87.3311111111111,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,África,1,Accidente geográfico,Africa,África,6255146,21.09375,7.1881,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Grecia,1,Entidad política,Greece,Grecia,390903,38.5,23,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Arabia,1,Entidad política,Arabian Peninsula,Arabia,6957697,23,46,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Cartago,1,Entidad política,Roman Carthage,Cartago,2468244,36.852558,10.323461,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Cáucaso,1,Accidente geográfico,Caucasus Mountains,Cáucaso,573081,42.5,45,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Libia,1,Entidad política,Libya,Libia,2215636,27,17,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,Euripos,1,Accidente geográfico,Euripos,Euripos,5411450,38.919002,20.997469,Antigüedad
ADONIS_Y_VENUS.txt,Adonis y Venus,Parte XVI,1621,1615-1629,Madurez (c. 1600-1630),Drama,Mitológico,,templo de Vesta,1,"Calles, edificios, jardines",Temple of Vesta,Templo de Vesta,10278740,41.891707,12.486206,Antigüedad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Barajas,28,Entidad política,Barajas,Barajas,3128833,40.36352,-5.14454,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Alcalá,4,Entidad política,Alcalá de Henares,Alcalá de Henares,6359231,40.481815,-3.364305,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Madrid,35,Entidad política,Madrid,Madrid,6359304,40.4169444444445,-3.70333333333333,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Toledo,1,Entidad política,Toledo,Toledo,6361828,39.866666666667,-4.0333333333333,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Granada,1,Entidad política,Granada,Granada,6357709,37.175,-3.6,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Sevilla,1,Entidad política,Seville,Sevilla,6361046,37.3886111111111,-5.99555555555556,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Canal de Bahama,1,Accidente geográfico,Bahamas,Bahamas,3572887,25.04082,-77.37122,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Bermuda,1,Accidente geográfico,Bermuda,Bermudas,3573345,32.32,-64.74,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Flandes,1,Entidad política,Flanders,Flandes,3337388,51,4.5,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Jarama,1,Accidente geográfico,Jarama,Jarama,16508,41.166111111111,-3.5383333333333,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Córdoba,1,Entidad política,Córdoba,Córdoba,6357216,37.89,-4.78,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Nápoles,1,Entidad política,Naples,Nápoles,3172395,40.8358333333333,14.2486111111111,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,España,4,Entidad política,Spain,España,2510769,40.2,-3.5,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,San Jerónimo del Prado,1,"Calles, edificios, jardines",San Jerónimo del Prado,Iglesia de San Jerónimo el Real,78601908,40.414514,-3.691138,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Lerma,1,Entidad política,Lerma,Lerma,6356478,42.026388888889,-3.7555555555556,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Denia,1,Entidad política,Dénia,Denia,6355439,38.840277777778,0.10861111111111,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Castilla,1,Entidad política,Crown of Castile,Castilla,3336900,40.4175,-3.715,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,calle Mayor,1,"Calles, edificios, jardines",Calle Mayor,Calle Mayor,1149052,40.4161,-3.7079,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Puerta de Guadalajara,1,"Calles, edificios, jardines",Puerta de Guadalajara,Puerta de Guadalajara,9023478,40.41630278,-3.70869167,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Brañigal,3,Accidente geográfico,Brañigal,Abrañigal,No identificado,﻿40.38333,-3.7,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Italia,4,Entidad política,Italy,Italia,3175395,42.5,12.5,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Valencia,1,Entidad política,Valencia,Valencia,6362115,39.47,-0.376388888888889,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Arcadia,1,Entidad política,Arcadia,Arcadia,264644,37.6,22.2,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Alcorcón,1,Entidad política,Alcorcón,Alcorcón,6359233,40.3493217,-3.8284487,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Estremoz,1,Entidad política,Estremoz,Estremoz,8010501,38.8422,-7.5880833333333,Modernidad
AL_PASAR_EL_ARROYO.txt,Al pasar del arroyo,Parte XII,1619,1605-1619,Madurez (c. 1600-1630),Comedia,Villano,,Talavera,1,Entidad política,Talavera de la Reina,Talavera de la Reina,6361825,39.966666666667,-4.8333333333333,Modernidad
